CARRIER|ORIGIN|REGION,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
GFQ|DTO|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|ELP|D,0.000000,9,0.000000,0.000000,9,0.000000,11.000000,9,1.222222
GFQ|ELP|I,0.000000,13,0.000000,0.000000,13,0.000000,244.000000,13,18.769231
GFQ|ERI|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|EVV|D,0.000000,2,0.000000,0.000000,2,0.000000,4.000000,2,2.000000
GFQ|EWR|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|FAR|D,0.000000,3,0.000000,0.000000,3,0.000000,3.000000,3,1.000000
GFQ|FLL|D,0.000000,3,0.000000,0.000000,3,0.000000,3.000000,3,1.000000
GFQ|FLL|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|FWA|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|GCM|I,0.000000,13,0.000000,0.000000,13,0.000000,145.000000,13,11.153846
GFQ|GDC|D,0.000000,3,0.000000,0.000000,3,0.000000,3.000000,3,1.000000
GFQ|GSO|D,0.000000,1,0.000000,0.000000,1,0.000000,4.000000,1,4.000000
GFQ|GSP|D,0.000000,6,0.000000,0.000000,6,0.000000,11.000000,6,1.833333
GFQ|GUA|I,0.000000,7,0.000000,0.000000,7,0.000000,13.000000,7,1.857143
GFQ|GYY|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|HMO|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|IAG|D,0.000000,11,0.000000,0.000000,11,0.000000,32.000000,11,2.909091
GFQ|IAG|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|IN6|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|IND|D,0.000000,4,0.000000,0.000000,4,0.000000,4.000000,4,1.000000
GFQ|JZT|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|LAF|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|LCK|D,0.000000,2,0.000000,0.000000,2,0.000000,4.000000,2,2.000000
GFQ|LEX|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|LGB|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|LIT|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|LNS|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|LRD|D,0.000000,77,0.000000,0.000000,77,0.000000,152.000000,77,1.974026
GFQ|LRD|I,0.000000,9,0.000000,0.000000,9,0.000000,9.000000,9,1.000000
GFQ|MCI|D,0.000000,7,0.000000,0.000000,7,0.000000,7.000000,7,1.000000
GFQ|MCI|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|MDT|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|MEM|D,0.000000,20,0.000000,0.000000,20,0.000000,201.000000,20,10.050000
GFQ|MEM|I,0.000000,1,0.000000,0.000000,1,0.000000,2.000000,1,2.000000
GFQ|MFE|D,0.000000,6,0.000000,0.000000,6,0.000000,6.000000,6,1.000000
GFQ|MGA|I,0.000000,2,0.000000,0.000000,2,0.000000,4.000000,2,2.000000
GFQ|MIA|D,0.000000,3,0.000000,0.000000,3,0.000000,5.000000,3,1.666667
GFQ|MIA|I,0.000000,45,0.000000,0.000000,45,0.000000,772.000000,45,17.155556
GFQ|MID|I,0.000000,12,0.000000,0.000000,12,0.000000,395.000000,12,32.916667
GFQ|MKG|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|MKL|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|MQY|D,0.000000,10,0.000000,0.000000,10,0.000000,13.000000,10,1.300000
GFQ|MQY|I,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|MSP|D,0.000000,12,0.000000,0.000000,12,0.000000,190.000000,12,15.833333
GFQ|MTY|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|NAS|I,0.000000,17,0.000000,0.000000,17,0.000000,420.000000,17,24.705882
GFQ|OAK|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|OGD|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|OPF|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|OPF|I,0.000000,13,0.000000,0.000000,13,0.000000,420.000000,13,32.307692
GFQ|ORH|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|PAE|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|PBC|I,0.000000,3,0.000000,0.000000,3,0.000000,11.000000,3,3.666667
GFQ|PTK|D,0.000000,87,0.000000,0.000000,87,0.000000,180.000000,87,2.068966
GFQ|PTK|I,0.000000,12,0.000000,0.000000,12,0.000000,24.000000,12,2.000000
GFQ|QRO|I,0.000000,3,0.000000,0.000000,3,0.000000,3.000000,3,1.000000
GFQ|RFD|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|SAL|I,0.000000,11,0.000000,0.000000,11,0.000000,172.000000,11,15.636364
GFQ|SAN|I,0.000000,12,0.000000,0.000000,12,0.000000,327.000000,12,27.250000
GFQ|SAP|I,0.000000,11,0.000000,0.000000,11,0.000000,43.000000,11,3.909091
GFQ|SAT|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|SDF|D,0.000000,24,0.000000,0.000000,24,0.000000,261.000000,24,10.875000
GFQ|SDF|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|SDM|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|SDQ|I,0.000000,1,0.000000,0.000000,1,0.000000,4.000000,1,4.000000
GFQ|SLC|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|SLP|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|SLW|I,0.000000,9,0.000000,0.000000,9,0.000000,19.000000,9,2.111111
GFQ|STL|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|T8X|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|TCL|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|TIJ|I,0.000000,12,0.000000,0.000000,12,0.000000,327.000000,12,27.250000
GFQ|TLC|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|TNT|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|TOL|D,0.000000,5,0.000000,0.000000,5,0.000000,10.000000,5,2.000000
GFQ|TOL|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|TPA|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|TUP|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|TVF|D,0.000000,27,0.000000,0.000000,27,0.000000,449.000000,27,16.629630
GFQ|YHM|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|YIP|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|YIP|I,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
GFQ|YMX|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|YNG|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GFQ|YQG|D,0.000000,1,0.000000,0.000000,1,0.000000,2.000000,1,2.000000
GFQ|YQG|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
GJQ|AHO|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|ATH|I,12.000000,2,6.000000,32.000000,2,16.000000,2.000000,2,1.000000
GJQ|AVN|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|BCN|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|BDA|I,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|BGR|I,38.000000,18,2.111111,144.000000,18,8.000000,18.000000,18,1.000000
GJQ|BOS|I,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|DPA|I,10.000000,4,2.500000,32.000000,4,8.000000,4.000000,4,1.000000
GJQ|DUB|I,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|EWR|I,9.000000,1,9.000000,16.000000,1,16.000000,1.000000,1,1.000000
GJQ|FMM|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|GOA|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|HUY|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|KEF|I,24.000000,9,2.666667,80.000000,9,8.888889,10.000000,9,1.111111
GJQ|MAD|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PMI|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PSA|I,7.000000,3,2.333333,24.000000,3,8.000000,3.000000,3,1.000000
GJQ|PTP|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PWM|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SFB|I,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
GJQ|SFJ|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SMA|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SNN|I,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|TEB|I,6.000000,2,3.000000,24.000000,2,12.000000,2.000000,2,1.000000
GJQ|TIV|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|VNY|I,11.000000,1,11.000000,16.000000,1,16.000000,1.000000,1,1.000000
GJQ|YYR|I,9.000000,4,2.250000,32.000000,4,8.000000,4.000000,4,1.000000
GJQ|YYT|I,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
GQQ|ANC|D,1875.000000,34,55.147059,2574.000000,34,75.705882,286.000000,34,8.411765
GQQ|ENA|D,54.000000,2,27.000000,225.000000,2,112.500000,25.000000,2,12.500000
GQQ|HOM|D,348.000000,7,49.714286,450.000000,7,64.285714,50.000000,7,7.142857
GQQ|KSM|D,634.000000,9,70.444444,936.000000,9,104.000000,104.000000,9,11.555556
GQQ|OTZ|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GQQ|RDB|D,3.000000,1,3.000000,9.000000,1,9.000000,1.000000,1,1.000000
GQQ|SCC|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GQQ|TOG|D,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
GQQ|UNK|D,71.000000,2,35.500000,90.000000,2,45.000000,10.000000,2,5.000000
GQQ|VDZ|D,541.000000,9,60.111111,783.000000,9,87.000000,87.000000,9,9.666667
GU|GUA|I,33803.000000,9,3755.888889,41477.000000,9,4608.555556,240.000000,9,26.666667
GU|LAX|I,30055.000000,9,3339.444444,43016.000000,9,4779.555556,239.000000,9,26.555556
GV|7AK|D,1013.000000,32,31.656250,3851.000000,32,120.343750,473.000000,32,14.781250
GV|ADK|D,15.000000,9,1.666667,108.000000,9,12.000000,12.000000,9,1.333333
GV|AKB|D,276.000000,24,11.500000,1374.000000,24,57.250000,152.000000,24,6.333333
GV|AKI|D,23.000000,16,1.437500,143.000000,16,8.937500,18.000000,16,1.125000
GV|AKN|D,2843.000000,297,9.572391,14986.000000,297,50.457912,2124.000000,297,7.151515
GV|ANC|D,53899.000000,77,699.987013,79674.000000,77,1034.727273,8868.000000,77,115.168831
GV|ANI|D,5.000000,12,0.416667,116.000000,12,9.666667,15.000000,12,1.250000
GV|ANV|D,14.000000,3,4.666667,27.000000,3,9.000000,3.000000,3,1.000000
GV|ATT|D,2307.000000,114,20.236842,6247.000000,114,54.798246,1029.000000,114,9.026316
GV|AUK|D,2857.000000,108,26.453704,13675.000000,108,126.620370,2082.000000,108,19.277778
GV|BET|D,53404.000000,1371,38.952589,136738.000000,1371,99.735959,18282.000000,1371,13.334792
GV|BVU|D,163.000000,6,27.166667,1152.000000,6,192.000000,128.000000,6,21.333333
GV|CDB|D,599.000000,76,7.881579,5908.000000,76,77.736842,776.000000,76,10.210526
GV|CHU|D,3.000000,3,1.000000,20.000000,3,6.666667,3.000000,3,1.000000
GV|CKD|D,2.000000,4,0.500000,33.000000,4,8.250000,4.000000,4,1.000000
GV|CLP|D,1236.000000,68,18.176471,4086.000000,68,60.088235,534.000000,68,7.852941
GV|CYF|D,3921.000000,114,34.394737,9509.000000,114,83.412281,1215.000000,114,10.657895
GV|CZF|D,50.000000,21,2.380952,235.000000,21,11.190476,31.000000,21,1.476190
GV|DLG|D,9750.000000,350,27.857143,35979.000000,350,102.797143,4644.000000,350,13.268571
GV|DUT|D,1674.000000,126,13.285714,7753.000000,126,61.531746,912.000000,126,7.238095
GV|EEK|D,3614.000000,140,25.814286,8815.000000,140,62.964286,1308.000000,140,9.342857
GV|EGX|D,537.000000,76,7.065789,2783.000000,76,36.618421,443.000000,76,5.828947
GV|EHM|D,63.000000,27,2.333333,292.000000,27,10.814815,39.000000,27,1.444444
GV|EMK|D,8410.000000,168,50.059524,33016.000000,168,196.523810,4921.000000,168,29.291667
GV|ENA|D,56559.000000,42,1346.642857,78275.000000,42,1863.690476,8703.000000,42,207.214286
GV|GAL|D,2.000000,3,0.666667,24.000000,3,8.000000,3.000000,3,1.000000
GV|GNU|D,38.000000,22,1.727273,261.000000,22,11.863636,35.000000,22,1.590909
GV|HCR|D,5.000000,5,1.000000,48.000000,5,9.600000,6.000000,5,1.200000
GV|HOM|D,8.000000,4,2.000000,40.000000,4,10.000000,5.000000,4,1.250000
GV|HPB|D,5697.000000,69,82.565217,15008.000000,69,217.507246,1687.000000,69,24.449275
GV|IGG|D,104.000000,43,2.418605,1071.000000,43,24.906977,180.000000,43,4.186047
GV|IKO|D,157.000000,25,6.280000,1070.000000,25,42.800000,132.000000,25,5.280000
GV|KCG|D,253.000000,59,4.288136,1692.000000,59,28.677966,188.000000,59,3.186441
GV|KCL|D,306.000000,58,5.275862,2172.000000,58,37.448276,245.000000,58,4.224138
GV|KCQ|D,420.000000,60,7.000000,2495.000000,60,41.583333,280.000000,60,4.666667
GV|KEK|D,1226.000000,88,13.931818,4327.000000,88,49.170455,606.000000,88,6.886364
GV|KFP|D,83.000000,21,3.952381,1250.000000,21,59.523810,162.000000,21,7.714286
GV|KGK|D,1462.000000,91,16.065934,5082.000000,91,55.846154,683.000000,91,7.505495
GV|KGX|D,13.000000,9,1.444444,84.000000,9,9.333333,10.000000,9,1.111111
GV|KKH|D,2596.000000,154,16.857143,7906.000000,154,51.337662,1187.000000,154,7.707792
GV|KKI|D,1674.000000,86,19.465116,4289.000000,86,49.872093,704.000000,86,8.186047
GV|KLG|D,21.000000,11,1.909091,144.000000,11,13.090909,17.000000,11,1.545455
GV|KLL|D,651.000000,81,8.037037,2809.000000,81,34.679012,424.000000,81,5.234568
GV|KMO|D,1818.000000,100,18.180000,7490.000000,100,74.900000,995.000000,100,9.950000
GV|KNW|D,2280.000000,105,21.714286,8171.000000,105,77.819048,1042.000000,105,9.923810
GV|KOT|D,2817.000000,109,25.844037,13140.000000,109,120.550459,2004.000000,109,18.385321
GV|KPN|D,4993.000000,129,38.705426,11194.000000,129,86.775194,1371.000000,129,10.627907
GV|KPV|D,361.000000,65,5.553846,2312.000000,65,35.569231,261.000000,65,4.015385
GV|KSM|D,3017.000000,121,24.933884,6446.000000,121,53.272727,768.000000,121,6.347107
GV|KTN|D,0.000000,3,0.000000,35.000000,3,11.666667,4.000000,3,1.333333
GV|KUK|D,2777.000000,124,22.395161,7245.000000,124,58.427419,1189.000000,124,9.588710
GV|KVC|D,408.000000,22,18.545455,3493.000000,22,158.772727,466.000000,22,21.181818
GV|KWK|D,2274.000000,136,16.720588,6686.000000,136,49.161765,998.000000,136,7.338235
GV|KWN|D,4928.000000,129,38.201550,12597.000000,129,97.651163,1681.000000,129,13.031008
GV|KWT|D,1826.000000,98,18.632653,4999.000000,98,51.010204,825.000000,98,8.418367
GV|MCG|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|MLL|D,2150.000000,119,18.067227,6432.000000,119,54.050420,953.000000,119,8.008403
GV|MOU|D,3146.000000,113,27.840708,6530.000000,113,57.787611,780.000000,113,6.902655
GV|MYU|D,1043.000000,32,32.593750,2588.000000,32,80.875000,289.000000,32,9.031250
GV|NLG|D,22.000000,24,0.916667,875.000000,24,36.458333,117.000000,24,4.875000
GV|NME|D,1568.000000,115,13.634783,4407.000000,115,38.321739,656.000000,115,5.704348
GV|NNK|D,5.000000,4,1.250000,29.000000,4,7.250000,4.000000,4,1.000000
GV|NNL|D,0.000000,1,0.000000,10.000000,1,10.000000,2.000000,1,2.000000
GV|NUP|D,2407.000000,123,19.569106,7165.000000,123,58.252033,1176.000000,123,9.560976
GV|OOK|D,3362.000000,127,26.472441,9115.000000,127,71.771654,1089.000000,127,8.574803
GV|OTZ|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|PAQ|D,0.000000,2,0.000000,18.000000,2,9.000000,2.000000,2,1.000000
GV|PCA|D,0.000000,3,0.000000,57.000000,3,19.000000,9.000000,3,3.000000
GV|PIP|D,338.000000,72,4.694444,2137.000000,72,29.680556,340.000000,72,4.722222
GV|PKA|D,49.000000,19,2.578947,216.000000,19,11.368421,28.000000,19,1.473684
GV|PML|D,5.000000,13,0.384615,353.000000,13,27.153846,47.000000,13,3.615385
GV|PQS|D,2482.000000,132,18.803030,5353.000000,132,40.553030,778.000000,132,5.893939
GV|PTA|D,0.000000,2,0.000000,30.000000,2,15.000000,4.000000,2,2.000000
GV|PTH|D,766.000000,109,7.027523,3494.000000,109,32.055046,442.000000,109,4.055046
GV|PTU|D,5.000000,6,0.833333,56.000000,6,9.333333,8.000000,6,1.333333
GV|RSH|D,25.000000,10,2.500000,116.000000,10,11.600000,14.000000,10,1.400000
GV|SCM|D,4042.000000,62,65.193548,9248.000000,62,149.161290,1042.000000,62,16.806452
GV|SDP|D,0.000000,1,0.000000,8.000000,1,8.000000,1.000000,1,1.000000
GV|SHX|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|SIT|D,0.000000,3,0.000000,27.000000,3,9.000000,3.000000,3,1.000000
GV|SKW|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|SLQ|D,4.000000,2,2.000000,12.000000,2,6.000000,2.000000,2,1.000000
GV|SMK|D,10.000000,8,1.250000,103.000000,8,12.875000,16.000000,8,2.000000
GV|SNP|D,187.000000,24,7.791667,707.000000,24,29.458333,75.000000,24,3.125000
GV|SRV|D,18.000000,6,3.000000,47.000000,6,7.833333,6.000000,6,1.000000
GV|STG|D,297.000000,26,11.423077,1195.000000,26,45.961538,131.000000,26,5.038462
GV|SWD|D,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
GV|SXP|D,1042.000000,83,12.554217,6055.000000,83,72.951807,890.000000,83,10.722892
GV|TLT|D,20.000000,15,1.333333,146.000000,15,9.733333,19.000000,15,1.266667
GV|TNK|D,2310.000000,105,22.000000,5777.000000,105,55.019048,694.000000,105,6.609524
GV|TOG|D,3084.000000,91,33.890110,11652.000000,91,128.043956,1386.000000,91,15.230769
GV|TWA|D,2035.000000,56,36.339286,5355.000000,56,95.625000,612.000000,56,10.928571
GV|UGS|D,130.000000,53,2.452830,1211.000000,53,22.849057,203.000000,53,3.830189
GV|UNK|D,0.000000,4,0.000000,33.000000,4,8.250000,5.000000,4,1.250000
GV|VAK|D,6348.000000,67,94.746269,14921.000000,67,222.701493,1675.000000,67,25.000000
GV|WBB|D,7.000000,4,1.750000,29.000000,4,7.250000,4.000000,4,1.000000
GV|WLK|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|WNA|D,100.000000,28,3.571429,312.000000,28,11.142857,46.000000,28,1.642857
GV|WSN|D,242.000000,75,3.226667,1449.000000,75,19.320000,227.000000,75,3.026667
GV|WTL|D,2787.000000,186,14.983871,7959.000000,186,42.790323,1238.000000,186,6.655914
GV|WWA|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
GV|WWT|D,1896.000000,149,12.724832,6397.000000,149,42.932886,1003.000000,149,6.731544
GWQ|ASD|I,6.000000,2,3.000000,14.000000,2,7.000000,2.000000,2,1.000000
GWQ|BCT|I,3.000000,1,3.000000,7.000000,1,7.000000,1.000000,1,1.000000
GWQ|ELH|I,1.000000,1,1.000000,7.000000,1,7.000000,1.000000,1,1.000000
GWQ|FLL|I,6.000000,2,3.000000,14.000000,2,7.000000,2.000000,2,1.000000
GWQ|FXE|I,5.000000,3,1.666667,21.000000,3,7.000000,3.000000,3,1.000000
GWQ|MHH|I,7.000000,1,7.000000,7.000000,1,7.000000,1.000000,1,1.000000
GWQ|NAS|I,14.000000,6,2.333333,49.000000,6,8.166667,7.000000,6,1.166667
H8|LIM|I,60771.000000,12,5064.250000,68686.000000,12,5723.833333,369.000000,12,30.750000
H8|MIA|I,57889.000000,13,4453.000000,68872.000000,13,5297.846154,370.000000,13,28.461538
H8|YYR|I,0.000000,1,0.000000,186.000000,1,186.000000,1.000000,1,1.000000
HAQ|ABE|I,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
HAQ|ALB|I,2.000000,2,1.000000,8.000000,2,4.000000,2.000000,2,1.000000
HAQ|APA|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|APF|I,23.000000,7,3.285714,72.000000,7,10.285714,8.000000,7,1.142857
HAQ|AUS|I,10.000000,1,10.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|AXA|I,11.000000,1,11.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|BCT|I,23.000000,5,4.600000,58.000000,5,11.600000,6.000000,5,1.200000
HAQ|BDA|I,6.000000,2,3.000000,17.000000,2,8.500000,2.000000,2,1.000000
HAQ|BFI|I,6.000000,1,6.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|BHM|I,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|BNA|I,12.000000,3,4.000000,29.000000,3,9.666667,3.000000,3,1.000000
HAQ|BRO|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|BWI|I,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|BZN|I,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|CAE|I,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|CLM|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|CMH|I,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|COS|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|DAL|I,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
HAQ|DAY|I,12.000000,3,4.000000,24.000000,3,8.000000,3.000000,3,1.000000
HAQ|DET|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|ERI|I,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|FLL|I,12.000000,3,4.000000,33.000000,3,11.000000,3.000000,3,1.000000
HAQ|GRB|I,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|GTF|I,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|HOU|I,8.000000,3,2.666667,28.000000,3,9.333333,3.000000,3,1.000000
HAQ|HPN|I,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|HVN|I,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
HAQ|IAD|I,7.000000,2,3.500000,18.000000,2,9.000000,2.000000,2,1.000000
HAQ|IND|I,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|LAS|I,20.000000,3,6.666667,33.000000,3,11.000000,3.000000,3,1.000000
HAQ|LAX|I,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|MCO|I,2.000000,2,1.000000,9.000000,2,4.500000,2.000000,2,1.000000
HAQ|MDW|I,8.000000,2,4.000000,20.000000,2,10.000000,2.000000,2,1.000000
HAQ|MEM|I,6.000000,2,3.000000,24.000000,2,12.000000,2.000000,2,1.000000
HAQ|MIA|I,19.000000,4,4.750000,44.000000,4,11.000000,4.000000,4,1.000000
HAQ|MLB|I,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|NAS|I,10.000000,2,5.000000,24.000000,2,12.000000,2.000000,2,1.000000
HAQ|ORL|I,13.000000,2,6.500000,21.000000,2,10.500000,2.000000,2,1.000000
HAQ|OTH|I,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|PBI|I,13.000000,4,3.250000,37.000000,4,9.250000,4.000000,4,1.000000
HAQ|PHL|I,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|PHX|I,7.000000,2,3.500000,20.000000,2,10.000000,2.000000,2,1.000000
HAQ|PIE|I,10.000000,3,3.333333,36.000000,3,12.000000,3.000000,3,1.000000
HAQ|PNS|I,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|PSP|I,6.000000,3,2.000000,25.000000,3,8.333333,3.000000,3,1.000000
HAQ|PVR|I,6.000000,1,6.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|RSW|I,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|SAV|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
HAQ|SCF|I,17.000000,5,3.400000,38.000000,5,7.600000,5.000000,5,1.000000
HAQ|SDF|I,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|SEA|I,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|SJD|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
HAQ|SNA|I,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
HAQ|SRQ|I,20.000000,8,2.500000,76.000000,8,9.500000,9.000000,8,1.125000
HAQ|SUS|I,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
HAQ|SXM|I,11.000000,1,11.000000,12.000000,1,12.000000,1.000000,1,1.000000
